name,city,total_reviews,review_content,overall_rating,food_rating,service_rating,ambience_rating,date
NYCGirl,New York City,27 reviews,We were greeted and seated promptly our server came right over all of our questions about the menu were answered and suggestions by the wait staff were made the food was excellent tasty cooked to perfection and while we were waited on very very well they did not hover or interfere with conversation and volunteered to take photos of our little group so we could all be in the picture. I've eaten at this restaurant before and it never disappoints. I highly recommend it.,5,5,5,4,Dined on October 10 2013
PLCSparky,San Francisco,5 reviews,We are in NYC every October and this is the best place we ate this year. Really enjoyed the sidewalk dining people watching and overall atmosphere. Food was exceptional. Highly recommend the veal chop! We will be back.,4,5,5,4,Dined on October 7 2013
FUNCRNP,Atlantic City,4 reviews,Food was fabulous....drinks were great!. Waiter was very friendly but communication lacking!Our appetizers came out very quickly waited a LONG time for meals to come one meal didn't come at all until I had to get the manager!I brought cupcakes for a birthday celebration it was obvious that the waiter had no idea...was very confusing as to what to do with the cupcakes.Overall had fun and great food for our celebration service a little lacking!,4,5,1,3,Dined on October 6 2013
NYCJean,New York City,34 reviews,Never have we had a bad meal here. The taste is excellent and the service just fine. It WAS a little noisey but when we requested a different table they didn't hesitate to move us to a table nearer the entrance which was quiet and very pleasant. The wait staff was attentive but never pushy and they had no complaints when we asked for extra plates so we could share. The atmosphere was relaxing and altogether enjyable.,4,5,4,4,Dined on October 5 2013
SFvisitor,Mississippi,48 reviews,"Service exceptionally good we were made to feel that we could have anything we desired. We will add this to our list of ""Little Italy favorites"" and be back.",4,4,5,3,Dined on September 29 2013
Michelle,Minneapolis,5 reviews,The food was very good. The service was a little slower than I would like. Overall I enjoyed my dining experience because the food and wine were very tasty.,3,4,2,3,Dined on September 27 2013
ILoveNY321,New York City,1 review,Went here on a Sat night with a group of 6. They don't sit you till all in the party is present but they have a nice waiting space upstairs. We appreciated that especially since it was the San Gennero Feast. Our waiter was ok. He never came to see if we needed refills in our drinks and if we needed something we had to track him down. Perhaps he was over worked and if so may have had to do with the feast. But the inside customers should still have great service with a fair going on outside. Inside prices were the same as any other day so perhaps extra wait staff on a busy weekend should be an option. I had international guests with us and their food was tasty their dining experience just ok.,3,4,3,4,Dined on September 22 2013
Youknowme,New York City,8 reviews,The worst Italian restaurant I have ever been to. The service was horrible with a waiter that just drops and slams dishes and plates on the table like your at a truck stop or something. We ask for the manager who just started to argue with us and just walked away mid-sentance. They blamed the wait on a stuffed chicken dish that takes 25 min to cook. So I asked why did it take over an hour after appetizers for the mains to come out? By the way the chicken was as dry as a bone. Ugh,1,1,1,2,Dined on September 22 2013
pharmasteve,Seattle,4 reviews,There are plenty of restaurants in Little Italy to choose from and we were pleased we chose Il Cortile. Seating was very prompt and service attentive Our waiter helped us choose a wine and we picked an Italian cabernet sauvignon that was excellent. My wife had a pasta dish with a garlic sauce which was okay but the sauce too watery for her taste. I had a shrimp dish with prosciutto and pignole nuts with a creamy garlic sauce that was superb. The total bill was a little over $100 but half of that was for the wine. For New York City the cost was reasonable.,4,4,4,4,Dined on September 21 2013
DebbieFan,San Francisco,22 reviews,My favorite restaurant on Mulberry Street since 1985. I always visit whenever I am in NYC for lunch or dinner. The atrium feeling in the rear dining room is lovely.,5,5,4,5,Dined on September 17 2013
Jackie,New York City,5 reviews,A group of 7 of us went there on a Saturday night during San Gennarro. I made an 8 pm reservation. We ordered by 8:30 because they were quite busy and our starters came out around 8:45 pm. Our actual entrees didn't come out until 10:55 pm. Yes 10:55 pm. Nearly 3 hours after we sat down. The food was good but the time we spent waiting for our main course was unacceptable.When we tried to negotiate the check the manager was actually argumentative towards us. Bottom line good food but horrible service.,1,4,1,2,Dined on September 15 2013
ken29,New York City,134 reviews,I ordered the filet and the meal was outstanding. Better than most steak places that I have been to. The sauce was excellent and I had two large pieces. We were seated outside it was fun because the San Gennaro Feast was going on. Next time we will request the atrium. Beautiful restaurant. can't wait to go back.,3,5,4,3,Dined on September 15 2013
Couplewithkids,Tampa,20 reviews,We found this place on yelp and tripadvisor and it turned out to be a great find. The food was delicious and came out fairly quickly. The atmosphere was romantic. We sat in a little atrium area with lots of natural light. I had the veal scallopine with hot peppers and my husband had chicken with peppers and asparagus and we both loved our meals.,4,4,5,4,Dined on September 10 2013
Dotty,New York City,10 reviews,Absolutely delicious food from appetizers to dessert! Large portions...we shared appetizers! Our waiter was a lot of fun!,4,5,5,3,Dined on September 8 2013
OpenTable Diner,Los Angeles,4 reviews,14 of ius - they did a gr8 job. Perfect in every way.,5,5,5,5,Dined on September 7 2013
JJJCB,New York City,4 reviews,Great night great food. We ate leisurely and were never rushed out.Wine was filled without even knowing it. Professional staff and very clean.We always have our reunions here.,4,4,4,4,Dined on August 24 2013
BigMFG,Detroit,49 reviews,Great location in the summer to eat out side and people watch. Food is good not great and service is fast and efficient .,3,3,3,3,Dined on August 12 2013
KRear,Hawaii,9 reviews,We went on a weekday with our teens during our NYC vacation. We had a reservation and got sat at a really nice table. the service was very good and the food authentic and delicious.,3,4,4,3,Dined on July 31 2013
luv2eatout,New York City,177 reviews,We have been here many times. The food service and ambience never fails to be amazing.This is the only restaurant we go to in Little Italy!!We LOVE coming here!,5,5,5,5,Dined on June 17 2013
Iron8chef,New York City,10 reviews,Excellent all around. This was a special occassion and we always go to Il Cortile for great food. Fabritzio was our waiter and he brought back such memories of Italy. This is by far the best restaurant in Little Italy.,5,5,5,5,Dined on June 15 2013
RayandJ,Cleveland,34 reviews,Service and food are outstanding. The owner and the staff could not be more accommodating. I was there with a party of 8 and everyone raved about the food and atmosphere. I will definitely return.,4,5,5,4,Dined on June 1 2013
